======================================================================
  BMEN-499 AlphaFold -- Performance Drop Analysis: LLM Judge 1
  Model   : BiomedBERT + Calibrated Symbolic Rules (LLM Judge 1)
  Metric  : Multi-metric Performance Drop Analysis
  Dataset : 13,396 DisProt proteins
  Questions evaluated: 100
======================================================================

WHAT IS PERFORMANCE DROP ANALYSIS?
----------------------------------------------------------------------
  Performance drop analysis identifies WHERE and WHY the model
  degrades compared to the best-performing questions.

  Combined performance score uses four metrics:
    NAUR F1      (weight=35%) -- chunked text overlap
    Agreement    (weight=35%) -- factual concept alignment
    Cosine sim   (weight=30%) -- semantic vector similarity
    Error penalty (-0.05 each error, capped at -0.50)

  Drop = best_score - current_score
  Drop labels:
    NO DROP          : drop = 0.0  (this is the best question)
    MINOR DROP       : drop < 0.10
    MODERATE DROP    : drop < 0.25
    SIGNIFICANT DROP : drop < 0.50
    SEVERE DROP      : drop >= 0.50

OVERALL PERFORMANCE SUMMARY
----------------------------------------------------------------------
  Best performance score  : 1.0000  (Q10 -- General)
  Worst performance score : 0.0000  (Q29 -- General)
  Mean performance score  : 0.8717
  Std deviation           : 0.2242  (inconsistent)
  Mean drop from best     : 0.1283

  Mean NAUR F1            : 0.8444
  Mean cosine similarity  : 0.9076
  Mean agreement score    : 0.9133
  Mean error count        : 0.32

  Drop severity breakdown:
    NO DROP          :  71 questions
    MINOR DROP       :   0 questions
    MODERATE DROP    :   1 questions
    SIGNIFICANT DROP :  25 questions
    SEVERE DROP      :   3 questions

  PERFORMANCE RANKING (best to worst):
    Rank  Q#    Score    Drop     Topic                     Label
    54    Q79   1.0000   0.0000   General                   NO DROP
    55    Q80   1.0000   0.0000   General                   NO DROP
    56    Q82   1.0000   0.0000   General                   NO DROP
    57    Q84   1.0000   0.0000   General                   NO DROP
    58    Q85   1.0000   0.0000   General                   NO DROP
    59    Q86   1.0000   0.0000   General                   NO DROP
    60    Q88   1.0000   0.0000   General                   NO DROP
    61    Q89   1.0000   0.0000   General                   NO DROP
    62    Q90   1.0000   0.0000   General                   NO DROP
    63    Q91   1.0000   0.0000   General                   NO DROP
    64    Q92   1.0000   0.0000   General                   NO DROP
    65    Q93   1.0000   0.0000   General                   NO DROP
    66    Q94   1.0000   0.0000   General                   NO DROP
    67    Q96   1.0000   0.0000   General                   NO DROP
    68    Q97   1.0000   0.0000   General                   NO DROP
    69    Q98   1.0000   0.0000   General                   NO DROP
    70    Q99   1.0000   0.0000   General                   NO DROP
    71    Q100  1.0000   0.0000   General                   NO DROP
    72    Q35   0.8993   0.1007   Structural Domains        MODERATE DROP
    73    Q4    0.7151   0.2849   Sliding Window            SIGNIFICANT DROP
    74    Q6    0.7151   0.2849   Sliding Window            SIGNIFICANT DROP
    75    Q60   0.7151   0.2849   Sliding Window            SIGNIFICANT DROP
    76    Q2    0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    77    Q8    0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    78    Q18   0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    79    Q55   0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    80    Q62   0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    81    Q63   0.7004   0.2996   Short IDR Detection       SIGNIFICANT DROP
    82    Q1    0.5382   0.4618   Disorder Threshold        SIGNIFICANT DROP
    83    Q3    0.5382   0.4618   Sequence Composition      SIGNIFICANT DROP
    84    Q5    0.5382   0.4618   General                   SIGNIFICANT DROP
    85    Q7    0.5382   0.4618   General                   SIGNIFICANT DROP
    86    Q9    0.5382   0.4618   Short IDR Detection       SIGNIFICANT DROP
    87    Q11   0.5382   0.4618   General                   SIGNIFICANT DROP
    88    Q13   0.5382   0.4618   General                   SIGNIFICANT DROP
    89    Q16   0.5382   0.4618   General                   SIGNIFICANT DROP
    90    Q22   0.5382   0.4618   General                   SIGNIFICANT DROP
    91    Q42   0.5382   0.4618   General                   SIGNIFICANT DROP
    92    Q51   0.5382   0.4618   General                   SIGNIFICANT DROP
    93    Q57   0.5382   0.4618   General                   SIGNIFICANT DROP
    94    Q61   0.5382   0.4618   General                   SIGNIFICANT DROP
    95    Q83   0.5382   0.4618   General                   SIGNIFICANT DROP
    96    Q87   0.5382   0.4618   General                   SIGNIFICANT DROP
    97    Q95   0.5382   0.4618   General                   SIGNIFICANT DROP
    98    Q81   0.3163   0.6837   Disorder Threshold        SEVERE DROP
    99    Q29   0.0000   1.0000   General                   SEVERE DROP
    100   Q76   0.0000   1.0000   General                   SEVERE DROP

  PERFORMANCE BY TOPIC:
    Topic                     Mean Score   Questions  Status
    ------------------------- ------------ ---------- ---------------
    General                   0.9069       86         STRONG
    Structural Domains        0.8993       1          STRONG
    Sliding Window            0.7151       3          STRONG
    Short IDR Detection       0.6772       7          STRONG
    Sequence Composition      0.5382       1          STRONG
    Disorder Threshold        0.4273       2          MODERATE

  ROOT CAUSE ANALYSIS:
    1. Lowest mean performance on topic 'Disorder Threshold' (mean=0.4273). Highest on 'General' (mean=0.9069).
    2. 2 questions have cosine similarity <0.3 -- semantic vocabulary mismatch between LLM1 and ground truth.
    3. 3 questions have NAUR F1 <0.3 -- low text chunk overlap between prediction and ground truth.
    4. High performance variance (std=0.2242) -- model is inconsistent across question types. Performance is not uniform.

  WHICH METRIC CORRELATES MOST WITH PERFORMANCE DROP?
    (Higher correlation = this metric drives performance drop)
    NAUR F1         [###################.] corr=+0.9902
    Cosine Sim      [###################.] corr=+0.9858
    Agreement       [###################.] corr=+0.9946
    Error Count     [###################.] corr=+0.9688

======================================================================
  QUESTION-BY-QUESTION PERFORMANCE DROP REPORT
======================================================================

[Q1] Is a disorder score above 0.5 a reliable cutoff for calling a region disordered?
  Topic            : Disorder Threshold
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q2] Do confidence scores drop for IDRs shorter than 10 residues?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q3] Do proline and glycine-rich regions consistently score higher disorder confidence than average?
  Topic            : Sequence Composition
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q4] Does applying a sliding window smooth out confidence scores without losing true IDR signal?
  Topic            : Sliding Window
  Performance score: 0.7151
  Drop from best   : 0.2849  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6655  (drop=0.3345)
    Cosine sim   : 0.8260  (drop=0.1740)
    Agreement    : 0.8125  (drop=0.1875)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region in DisProt is 0.0 amino a
    cids. Windows larger than this mean risk smoothing out true short
     IDR signal. Window size must balance noise reduction against sig
    nal preservation.

  LLM1 PREDICTION:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region length in DisProt is 0.0 
    amino acids. If the sliding window size exceeds this mean short d
    isordered regions risk being averaged out and lost. Window size m
    ust balance noise reduction against signal preservation.
----------------------------------------------------------------------

[Q5] How far off are raw confidence scores from the true disorder rate in DisProt?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q6] When a confidence score falls in the uncertain range (0.4–0.6), does applying a sliding window smooth it toward the correct label, and what window size does the literature support?
  Topic            : Sliding Window
  Performance score: 0.7151
  Drop from best   : 0.2849  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6655  (drop=0.3345)
    Cosine sim   : 0.8260  (drop=0.1740)
    Agreement    : 0.8125  (drop=0.1875)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region in DisProt is 0.0 amino a
    cids. Windows larger than this mean risk smoothing out true short
     IDR signal. Window size must balance noise reduction against sig
    nal preservation.

  LLM1 PREDICTION:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region length in DisProt is 0.0 
    amino acids. If the sliding window size exceeds this mean short d
    isordered regions risk being averaged out and lost. Window size m
    ust balance noise reduction against signal preservation.
----------------------------------------------------------------------

[Q7] How much do raw confidence scores overestimate or underestimate true disorder rates across DisProt?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q8] After applying symbolic smoothing and isotonic calibration together, by how much does residue level F1 improve over raw scores, and is this improvement consistent with gains reported for similar post processing pipelines in the literature?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q9] What is the MAE between raw disorder confidence scores and DisProt ground truth labels, and how many standard deviations (Z-score) away from the mean prediction is each incorrectly labeled residue?
  Topic            : Short IDR Detection
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q10] Do N-terminal, C-terminal, and internal IDRs show different MAE profiles, and are the Z-scores of prediction errors normally distributed within each positional group or skewed in a way that suggests a systematic bias?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q11] Does a neurosymbolic RAG system reduce variance in disorder confidence predictions compared to raw model outputs?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q12] How does the precision-recall curve change after applying neurosymbolic reasoning?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q13] Does incorporating symbolic rules improve classification accuracy for borderline disorder regions?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q14] What is the impact of neurosymbolic calibration on false positive rates in ordered regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q15] Does the neurosymbolic approach improve prediction consistency across homologous proteins?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q16] How sensitive are disorder predictions to the choice of retrieval documents in the RAG system?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q17] Does contextual biological knowledge retrieved via RAG improve long IDR detection accuracy?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q18] How does performance differ between short and long IDRs after neurosymbolic processing?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q19] Are certain amino acid compositions more responsive to symbolic correction rules?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q20] Does neurosymbolic reasoning reduce prediction noise in low-confidence regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q21] How does calibration affect AUROC compared to raw predictions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q22] Does symbolic smoothing introduce bias toward overprediction of disorder?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
